SIRE,DAM,MATE DATE,?  ID,DIST,BEANS,DISP. DATE,?,?,FREEZE DATE
33,3,2016-OCT-28,6,26,10,2016-NOV-27,20,14,2017-JAN-04
33,3,2016-OCT-28,7,14,1,2016-NOV-27,5,4,2017-JAN-04
33,3,2016-OCT-28,8,12,1,2016-NOV-27,7,7,2017-JAN-04
34,1,2016-OCT-28,1,8,10,2016-NOV-27,16,14,2017-JAN-04
34,1,2016-OCT-28,2,8,1,2016-NOV-27,1,1,2017-JAN-04
34,1,2016-OCT-28,3,-1,3,2016-NOV-27,2,1,2017-JAN-04
34,1,2016-OCT-28,4,14,3,2016-NOV-27,7,12,2017-JAN-04
34,1,2016-OCT-28,5,12,1,2016-NOV-27,5,7,2017-JAN-04
34,1,2016-OCT-28,6,11,10,2016-NOV-27,14,21,2017-JAN-04
34,1,2016-OCT-28,7,9,5,2016-NOV-27,9,5,2017-JAN-04
34,1,2016-OCT-28,8,16,5,2016-NOV-27,9,9,2017-JAN-04
35,2,2016-OCT-28,1,14,10,2016-NOV-27,11,17,2017-JAN-04
35,2,2016-OCT-28,2,20,1,2016-NOV-27,6,5,2017-JAN-04
35,2,2016-OCT-28,3,16,5,2016-NOV-27,21,27,2017-JAN-04
35,2,2016-OCT-28,4,16,1,2016-NOV-27,3,2,2017-JAN-04
35,2,2016-OCT-28,5,10,3,2016-NOV-27,2,4,2017-JAN-04
35,2,2016-OCT-28,6,20,10,2016-NOV-27,14,15,2017-JAN-04
35,2,2016-OCT-28,7,20,3,2016-NOV-27,19,16,2017-JAN-04
35,2,2016-OCT-28,8,19,5,2016-NOV-27,6,13,2017-JAN-04
36,3,2016-OCT-28,1,114,5,2016-NOV-27,1,1,2017-JAN-04
36,3,2016-OCT-28,2,114,10,2016-NOV-27,29,19,2017-JAN-04
36,3,2016-OCT-28,3,109,1,2016-NOV-27,3,2,2017-JAN-04
36,3,2016-OCT-28,4,120,10,2016-NOV-27,19,19,2017-JAN-04
36,3,2016-OCT-28,5,120,5,2016-NOV-27,10,8,2017-JAN-04
36,3,2016-OCT-28,6,122,1,2016-NOV-27,3,3,2017-JAN-04
36,3,2016-OCT-28,7,124,3,2016-NOV-27,12,14,2017-JAN-04
36,3,2016-OCT-28,8,109,3,2016-NOV-27,7,5,2017-JAN-04
37,1,2016-OCT-28,1,63,1,2016-NOV-27,4,5,2017-JAN-04
37,1,2016-OCT-28,2,72,3,2016-NOV-27,6,4,2017-JAN-04
37,1,2016-OCT-28,3,61,5,2016-NOV-27,16,13,2017-JAN-04
37,1,2016-OCT-28,4,70,10,2016-NOV-27,26,19,2017-JAN-04
37,1,2016-OCT-28,5,65,10,2016-NOV-27,14,9,2017-JAN-04
37,1,2016-OCT-28,6,65,1,2016-NOV-27,4,6,2017-JAN-04
37,1,2016-OCT-28,7,61,5,2016-NOV-27,1,3,2017-JAN-04
37,1,2016-OCT-28,8,60,3,2016-NOV-27,8,7,2017-JAN-04
37,3,2016-OCT-28,1,80,1,2016-NOV-27,1,3,2017-JAN-04
37,3,2016-OCT-28,2,59,10,2016-NOV-27,6,8,2017-JAN-04
37,3,2016-OCT-28,3,65,3,2016-NOV-27,2,7,2017-JAN-04
37,3,2016-OCT-28,4,69,10,2016-NOV-27,24,23,2017-JAN-04
37,3,2016-OCT-28,5,75,1,2016-NOV-27,1,1,2017-JAN-04
37,3,2016-OCT-28,6,76,5,2016-NOV-27,3,4,2017-JAN-04
37,3,2016-OCT-28,7,77,5,2016-NOV-27,9,10,2017-JAN-04
37,3,2016-OCT-28,8,71,3,2016-NOV-27,3,7,2017-JAN-04
38,1,2016-OCT-28,1,26,1,2016-NOV-27,3,2,2017-JAN-04
38,1,2016-OCT-28,2,20,3,2016-NOV-27,5,7,2017-JAN-04
38,1,2016-OCT-28,3,20,10,2016-NOV-27,19,26,2017-JAN-04
38,1,2016-OCT-28,4,17,1,2016-NOV-27,4,2,2017-JAN-04
38,1,2016-OCT-28,5,11,3,2016-NOV-27,2,2,2017-JAN-04
38,1,2016-OCT-28,6,10,5,2016-NOV-27,7,17,2017-JAN-04
38,1,2016-OCT-28,7,5,5,2016-NOV-27,2,2,2017-JAN-04
38,1,2016-OCT-28,8,13,10,2016-NOV-27,2,4,2017-JAN-04
38,2,2016-OCT-28,1,54,1,2016-NOV-27,7,4,2017-JAN-04
38,2,2016-OCT-28,2,53,3,2016-NOV-27,4,6,2017-JAN-04
38,2,2016-OCT-28,3,53,10,2016-NOV-27,3,4,2017-JAN-04
38,2,2016-OCT-28,4,49,10,2016-NOV-27,17,23,2017-JAN-04
38,2,2016-OCT-28,5,79,5,2016-NOV-27,4,12,2017-JAN-04
38,2,2016-OCT-28,6,70,5,2016-NOV-27,2,4,2017-JAN-04
38,2,2016-OCT-28,7,65,1,2016-NOV-27,4,5,2017-JAN-04
38,2,2016-OCT-28,8,64,3,2016-NOV-27,1,1,2017-JAN-04
38,3,2016-OCT-28,1,62,1,2016-NOV-27,8,5,2017-JAN-04
38,3,2016-OCT-28,2,62,1,2016-NOV-27,5,7,2017-JAN-04
38,3,2016-OCT-28,3,59,3,2016-NOV-27,4,6,2017-JAN-04
38,3,2016-OCT-28,4,48,5,2016-NOV-27,16,15,2017-JAN-04
38,3,2016-OCT-28,5,89,5,2016-NOV-27,7,9,2017-JAN-04
38,3,2016-OCT-28,6,56,3,2016-NOV-27,1,1,2017-JAN-04
38,3,2016-OCT-28,7,88,10,2016-NOV-27,1,1,2017-JAN-04
38,3,2016-OCT-28,8,63,10,2016-NOV-27,24,24,2017-JAN-04
39,1,2016-OCT-28,1,115,1,2016-NOV-27,4,8,2017-JAN-04
39,1,2016-OCT-28,2,118,1,2016-NOV-27,1,4,2017-JAN-04
39,1,2016-OCT-28,3,121,10,2016-NOV-27,4,2,2017-JAN-04
39,1,2016-OCT-28,4,121,3,2016-NOV-27,17,9,2017-JAN-04
39,1,2016-OCT-28,5,121,5,2016-NOV-27,4,5,2017-JAN-04
39,1,2016-OCT-28,6,115,3,2016-NOV-27,16,14,2017-JAN-04
39,1,2016-OCT-28,7,121,10,2016-NOV-27,7,8,2017-JAN-04
39,1,2016-OCT-28,8,122,5,2016-NOV-27,4,8,2017-JAN-04
39,3,2016-OCT-28,1,70,3,2016-NOV-27,9,6,2017-JAN-04
39,3,2016-OCT-28,2,64,1,2016-NOV-27,1,3,2017-JAN-04
39,3,2016-OCT-28,3,71,3,2016-NOV-27,13,8,2017-JAN-04
39,3,2016-OCT-28,4,64,10,2016-NOV-27,9,11,2017-JAN-04
39,3,2016-OCT-28,5,61,10,2016-NOV-27,1,1,2017-JAN-04
39,3,2016-OCT-28,6,60,5,2016-NOV-27,18,14,2017-JAN-04
39,3,2016-OCT-28,7,56,5,2016-NOV-27,9,20,2017-JAN-04
39,3,2016-OCT-28,8,60,1,2016-NOV-27,4,9,2017-JAN-04
40,2,2016-OCT-28,1,62,3,2016-NOV-27,4,6,2017-JAN-04
40,2,2016-OCT-28,2,69,10,2016-NOV-27,6,5,2017-JAN-04
40,2,2016-OCT-28,3,71,10,2016-NOV-27,29,19,2017-JAN-04
40,2,2016-OCT-28,4,72,5,2016-NOV-27,11,11,2017-JAN-04
40,2,2016-OCT-28,5,85,5,2016-NOV-27,4,5,2017-JAN-04
40,2,2016-OCT-28,6,67,3,2016-NOV-27,1,1,2017-JAN-04
40,2,2016-OCT-28,7,44,1,2016-NOV-27,1,1,2017-JAN-04
40,2,2016-OCT-28,8,48,1,2016-NOV-27,1,1,2017-JAN-04
40,3,2016-OCT-28,1,114,10,2016-NOV-27,1,1,2017-JAN-04
40,3,2016-OCT-28,2,114,3,2016-NOV-27,16,12,2017-JAN-04
40,3,2016-OCT-28,3,115,5,2016-NOV-27,9,13,2017-JAN-04
40,3,2016-OCT-28,4,118,3,2016-NOV-27,11,14,2017-JAN-04
40,3,2016-OCT-28,5,122,1,2016-NOV-27,1,1,2017-JAN-04
40,3,2016-OCT-28,6,123,1,2016-NOV-27,3,4,2017-JAN-04
40,3,2016-OCT-28,7,124,10,2016-NOV-27,1,1,2017-JAN-04
40,3,2016-OCT-28,8,120,5,2016-NOV-27,21,15,2017-JAN-04
41,2,2016-OCT-31,1,119,1,2016-NOV-30,6,4,2017-JAN-07
41,2,2016-OCT-31,2,121,3,2016-NOV-30,14,20,2017-JAN-07
41,2,2016-OCT-31,3,122,10,2016-NOV-30,14,19,2017-JAN-07
41,2,2016-OCT-31,4,108,10,2016-NOV-30,16,16,2017-JAN-07
41,2,2016-OCT-31,5,110,3,2016-NOV-30,13,14,2017-JAN-07
41,2,2016-OCT-31,6,122,5,2016-NOV-30,13,15,2017-JAN-07
41,2,2016-OCT-31,7,118,5,2016-NOV-30,18,10,2017-JAN-07
41,2,2016-OCT-31,8,119,1,2016-NOV-30,1,2,2017-JAN-07
42,1,2016-OCT-31,1,66,10,2016-NOV-30,6,6,2017-JAN-07
42,1,2016-OCT-31,2,60,1,2016-NOV-30,6,2,2017-JAN-07
42,1,2016-OCT-31,3,61,10,2016-NOV-30,8,12,2017-JAN-07
42,1,2016-OCT-31,4,62,5,2016-NOV-30,15,17,2017-JAN-07
42,1,2016-OCT-31,5,69,5,2016-NOV-30,13,25,2017-JAN-07
42,1,2016-OCT-31,6,68,1,2016-NOV-30,8,4,2017-JAN-07
42,1,2016-OCT-31,7,69,3,2016-NOV-30,17,15,2017-JAN-07
42,1,2016-OCT-31,8,69,3,2016-NOV-30,6,6,2017-JAN-07
42,3,2016-OCT-31,1,23,10,2016-NOV-30,21,16,2017-JAN-07
42,3,2016-OCT-31,2,21,1,2016-NOV-30,3,4,2017-JAN-07
42,3,2016-OCT-31,3,15,5,2016-NOV-30,18,16,2017-JAN-07
42,3,2016-OCT-31,4,14,10,2016-NOV-30,22,24,2017-JAN-07
42,3,2016-OCT-31,5,10,3,2016-NOV-30,15,20,2017-JAN-07
42,3,2016-OCT-31,6,10,5,2016-NOV-30,6,10,2017-JAN-07
42,3,2016-OCT-31,7,10,1,2016-NOV-30,6,5,2017-JAN-07
42,3,2016-OCT-31,8,9,3,2016-NOV-30,2,3,2017-JAN-07
43,1,2016-OCT-31,1,72,10,2016-NOV-30,10,5,2017-JAN-07
43,1,2016-OCT-31,2,56,1,2016-NOV-30,4,1,2017-JAN-07
43,1,2016-OCT-31,3,68,5,2016-NOV-30,18,18,2017-JAN-07
43,1,2016-OCT-31,4,71,1,2016-NOV-30,6,9,2017-JAN-07
43,1,2016-OCT-31,5,56,3,2016-NOV-30,11,11,2017-JAN-07
43,1,2016-OCT-31,6,56,3,2016-NOV-30,11,5,2017-JAN-07
43,1,2016-OCT-31,7,58,5,2016-NOV-30,20,20,2017-JAN-07
43,1,2016-OCT-31,8,62,10,2016-NOV-30,26,24,2017-JAN-07
44,1,2016-OCT-31,1,65,3,2016-NOV-30,14,10,2017-JAN-07
44,1,2016-OCT-31,2,67,10,2016-NOV-30,4,4,2017-JAN-07
44,1,2016-OCT-31,3,68,10,2016-NOV-30,16,17,2017-JAN-07
44,1,2016-OCT-31,4,68,5,2016-NOV-30,13,10,2017-JAN-07
44,1,2016-OCT-31,5,74,5,2016-NOV-30,5,12,2017-JAN-07
44,1,2016-OCT-31,6,72,1,2016-NOV-30,4,4,2017-JAN-07
44,1,2016-OCT-31,7,68,1,2016-NOV-30,6,7,2017-JAN-07
44,1,2016-OCT-31,8,72,3,2016-NOV-30,7,8,2017-JAN-07
44,3,2016-OCT-31,1,13,10,2016-NOV-30,9,18,2017-JAN-07
44,3,2016-OCT-31,2,10,1,2016-NOV-30,6,8,2017-JAN-07
44,3,2016-OCT-31,3,10,3,2016-NOV-30,6,9,2017-JAN-07
44,3,2016-OCT-31,4,9,1,2016-NOV-30,2,5,2017-JAN-07
44,3,2016-OCT-31,5,27,3,2016-NOV-30,10,10,2017-JAN-07
44,3,2016-OCT-31,6,23,5,2016-NOV-30,13,15,2017-JAN-07
44,3,2016-OCT-31,7,21,10,2016-NOV-30,18,22,2017-JAN-07
44,3,2016-OCT-31,8,18,5,2016-NOV-30,11,18,2017-JAN-07
45,1,2016-OCT-31,1,124,10,2016-NOV-30,19,16,2017-JAN-07
45,1,2016-OCT-31,2,110,1,2016-NOV-30,3,5,2017-JAN-07
45,1,2016-OCT-31,3,107,1,2016-NOV-30,3,6,2017-JAN-07
45,1,2016-OCT-31,4,108,3,2016-NOV-30,11,13,2017-JAN-07
45,1,2016-OCT-31,5,109,5,2016-NOV-30,3,14,2017-JAN-07
45,1,2016-OCT-31,6,119,3,2016-NOV-30,8,12,2017-JAN-07
45,1,2016-OCT-31,7,116,10,2016-NOV-30,2,2,2017-JAN-07
45,1,2016-OCT-31,8,111,5,2016-NOV-30,18,20,2017-JAN-07
45,2,2016-OCT-31,1,132,10,2016-NOV-30,15,16,2017-JAN-07
45,2,2016-OCT-31,2,112,5,2016-NOV-30,4,8,2017-JAN-07
45,2,2016-OCT-31,3,100,1,2016-NOV-30,4,5,2017-JAN-07
45,2,2016-OCT-31,4,105,10,2016-NOV-30,4,6,2017-JAN-07
45,2,2016-OCT-31,5,108,1,2016-NOV-30,4,7,2017-JAN-07
45,2,2016-OCT-31,6,123,3,2016-NOV-30,12,13,2017-JAN-07
45,2,2016-OCT-31,7,125,5,2016-NOV-30,14,12,2017-JAN-07
45,2,2016-OCT-31,8,118,3,2016-NOV-30,8,8,2017-JAN-07
46,1,2016-OCT-31,1,62,10,2016-NOV-30,6,6,2017-JAN-07
46,1,2016-OCT-31,2,66,3,2016-NOV-30,1,1,2017-JAN-07
46,1,2016-OCT-31,3,69,1,2016-NOV-30,4,8,2017-JAN-07
46,1,2016-OCT-31,4,77,10,2016-NOV-30,4,6,2017-JAN-07
46,1,2016-OCT-31,5,57,3,2016-NOV-30,11,12,2017-JAN-07
46,1,2016-OCT-31,6,56,1,2016-NOV-30,10,7,2017-JAN-07
46,1,2016-OCT-31,7,56,5,2016-NOV-30,13,17,2017-JAN-07
46,1,2016-OCT-31,8,56,5,2016-NOV-30,14,16,2017-JAN-07
46,2,2016-OCT-31,1,25,1,2016-NOV-30,3,3,2017-JAN-07
46,2,2016-OCT-31,2,12,5,2016-NOV-30,12,14,2017-JAN-07
46,2,2016-OCT-31,3,12,10,2016-NOV-30,8,8,2017-JAN-07
46,2,2016-OCT-31,4,12,3,2016-NOV-30,16,17,2017-JAN-07
46,2,2016-OCT-31,5,11,3,2016-NOV-30,4,12,2017-JAN-07
46,2,2016-OCT-31,6,18,1,2016-NOV-30,3,3,2017-JAN-07
46,2,2016-OCT-31,7,14,5,2016-NOV-30,12,12,2017-JAN-07
46,2,2016-OCT-31,8,13,10,2016-NOV-30,4,10,2017-JAN-07
47,3,2016-OCT-31,1,19,5,2016-NOV-30,26,24,2017-JAN-07
47,3,2016-OCT-31,2,24,1,2016-NOV-30,6,7,2017-JAN-07
47,3,2016-OCT-31,3,22,3,2016-NOV-30,9,13,2017-JAN-07
47,3,2016-OCT-31,4,15,10,2016-NOV-30,15,18,2017-JAN-07
47,3,2016-OCT-31,5,15,1,2016-NOV-30,7,4,2017-JAN-07
47,3,2016-OCT-31,6,13,10,2016-NOV-30,10,8,2017-JAN-07
47,3,2016-OCT-31,7,22,3,2016-NOV-30,15,13,2017-JAN-07
47,3,2016-OCT-31,8,19,5,2016-NOV-30,17,12,2017-JAN-07
48,1,2016-OCT-31,1,118,10,2016-NOV-30,26,25,2017-JAN-07
48,1,2016-OCT-31,2,104,5,2016-NOV-30,13,15,2017-JAN-07
48,1,2016-OCT-31,3,122,3,2016-NOV-30,4,9,2017-JAN-07
48,1,2016-OCT-31,4,124,3,2016-NOV-30,8,7,2017-JAN-07
48,1,2016-OCT-31,5,125,1,2016-NOV-30,5,8,2017-JAN-07
48,1,2016-OCT-31,6,111,5,2016-NOV-30,11,17,2017-JAN-07
48,1,2016-OCT-31,7,113,10,2016-NOV-30,1,1,2017-JAN-07
48,1,2016-OCT-31,8,130,1,2016-NOV-30,4,2,2017-JAN-07
48,2,2016-OCT-31,1,117,5,2016-NOV-30,6,6,2017-JAN-07
48,2,2016-OCT-31,2,119,3,2016-NOV-30,11,8,2017-JAN-07
48,2,2016-OCT-31,3,117,5,2016-NOV-30,1,1,2017-JAN-07
48,2,2016-OCT-31,4,108,3,2016-NOV-30,6,6,2017-JAN-07
48,2,2016-OCT-31,5,118,10,2016-NOV-30,18,20,2017-JAN-07
48,2,2016-OCT-31,6,118,1,2016-NOV-30,5,6,2017-JAN-07
48,2,2016-OCT-31,7,118,1,2016-NOV-30,2,6,2017-JAN-07
48,2,2016-OCT-31,8,118,10,2016-NOV-30,16,24,2017-JAN-07
48,3,2016-OCT-31,1,26,1,2016-NOV-30,4,8,2017-JAN-07
48,3,2016-OCT-31,2,26,1,2016-NOV-30,5,7,2017-JAN-07
48,3,2016-OCT-31,3,22,5,2016-NOV-30,16,21,2017-JAN-07
48,3,2016-OCT-31,4,21,5,2016-NOV-30,16,13,2017-JAN-07
48,3,2016-OCT-31,5,15,10,2016-NOV-30,8,3,2017-JAN-07
48,3,2016-OCT-31,6,13,3,2016-NOV-30,7,8,2017-JAN-07
48,3,2016-OCT-31,7,13,3,2016-NOV-30,1,1,2017-JAN-07
48,3,2016-OCT-31,8,13,10,2016-NOV-30,27,21,2017-JAN-07
49,2,2016-OCT-31,1,73,5,2016-NOV-30,23,12,2017-JAN-07
49,2,2016-OCT-31,2,58,1,2016-NOV-30,5,5,2017-JAN-07
49,2,2016-OCT-31,3,59,5,2016-NOV-30,17,22,2017-JAN-07
49,2,2016-OCT-31,4,71,1,2016-NOV-30,1,1,2017-JAN-07
49,2,2016-OCT-31,5,58,3,2016-NOV-30,1,1,2017-JAN-07
49,2,2016-OCT-31,6,61,10,2016-NOV-30,29,30,2017-JAN-07
49,2,2016-OCT-31,7,66,10,2016-NOV-30,2,1,2017-JAN-07
49,2,2016-OCT-31,8,71,3,2016-NOV-30,17,13,2017-JAN-07
